curve_id,vertex_index,x_pdf_pt,y_pdf_pt,x_px,y_px,curve_length_pdf_pt,curve_length_px
WC_0054,33,67.92,285.84,283.0,1191.0,211.402,880.8
WC_0054,34,71.52,284.64,298.0,1186.0,211.402,880.8
WC_0054,35,73.68,285.12,307.0,1188.0,211.402,880.8
WC_0055,0,733.2,248.64,3055.0,1036.0,18.1,75.4
WC_0055,1,733.2,241.92,3055.0,1008.0,18.1,75.4
WC_0055,2,732.0,239.76,3050.0,999.0,18.1,75.4
WC_0055,3,723.12,239.04,3013.0,996.0,18.1,75.4
WC_0056,0,735.6,248.64,3065.0,1036.0,9.627,40.1
WC_0056,1,736.32,239.04,3068.0,996.0,9.627,40.1
WC_0057,0,733.2,249.12,3055.0,1038.0,7.924,33.0
WC_0057,1,733.44,257.04,3056.0,1071.0,7.924,33.0
WC_0058,0,735.6,249.36,3065.0,1039.0,7.935,33.1
WC_0058,1,735.12,257.28,3063.0,1072.0,7.935,33.1
WC_0059,0,148.08,250.08,617.0,1042.0,6.281,26.2
WC_0059,1,152.4,245.52,635.0,1023.0,6.281,26.2
WC_0060,0,148.08,250.08,617.0,1042.0,22.828,95.1
WC_0060,1,143.04,253.68,596.0,1057.0,22.828,95.1
WC_0060,2,131.04,265.2,546.0,1105.0,22.828,95.1
WC_0061,0,742.08,250.56,3092.0,1044.0,6.404,26.7
WC_0061,1,735.84,249.12,3066.0,1038.0,6.404,26.7
WC_0062,0,735.12,257.28,3063.0,1072.0,17.203,71.7
WC_0062,1,736.08,260.4,3067.0,1085.0,17.203,71.7
WC_0062,2,735.36,274.32,3064.0,1143.0,17.203,71.7
WC_0063,0,132.24,266.16,551.0,1109.0,22.332,93.1
WC_0063,1,138.0,262.08,575.0,1092.0,22.332,93.1
WC_0063,2,148.8,251.28,620.0,1047.0,22.332,93.1
WC_0064,0,123.12,272.4,513.0,1135.0,10.704,44.6
WC_0064,1,131.04,265.2,546.0,1105.0,10.704,44.6
WC_0065,0,124.08,273.6,517.0,1140.0,11.176,46.6
WC_0065,1,125.52,273.36,523.0,1139.0,11.176,46.6
WC_0065,2,131.76,267.6,549.0,1115.0,11.176,46.6
WC_0065,3,132.0,266.4,550.0,1110.0,11.176,46.6
WC_0066,0,733.44,274.08,3056.0,1142.0,16.562,69.0
WC_0066,1,733.2,257.52,3055.0,1073.0,16.562,69.0
WC_0067,0,100.56,274.32,419.0,1143.0,57.735,240.6
WC_0067,1,100.32,263.76,418.0,1099.0,57.735,240.6
WC_0067,2,108.96,263.28,454.0,1097.0,57.735,240.6
WC_0067,3,108.96,256.8,454.0,1070.0,57.735,240.6
WC_0067,4,108.24,256.08,451.0,1067.0,57.735,240.6
WC_0067,5,87.84,256.08,366.0,1067.0,57.735,240.6
WC_0067,6,87.12,255.6,363.0,1065.0,57.735,240.6
WC_0067,7,86.88,248.4,362.0,1035.0,57.735,240.6
WC_0067,8,84.96,246.72,354.0,1028.0,57.735,240.6
WC_0068,0,102.48,274.32,427.0,1143.0,33.234,138.5
WC_0068,1,103.44,266.16,431.0,1109.0,33.234,138.5
WC_0068,2,108.72,265.68,453.0,1107.0,33.234,138.5
WC_0068,3,109.68,266.64,457.0,1111.0,33.234,138.5
WC_0068,4,109.44,277.92,456.0,1158.0,33.234,138.5
WC_0068,5,108.0,278.64,450.0,1161.0,33.234,138.5
WC_0068,6,103.92,278.16,433.0,1159.0,33.234,138.5
WC_0068,7,102.96,277.2,429.0,1155.0,33.234,138.5
WC_0069,0,733.44,274.32,3056.0,1143.0,13.127,54.7
WC_0069,1,733.2,282.96,3055.0,1179.0,13.127,54.7
WC_0069,2,732.0,287.28,3050.0,1197.0,13.127,54.7
WC_0070,0,42.48,279.12,177.0,1163.0,58.301,242.9
WC_0070,1,42.0,265.44,175.0,1106.0,58.301,242.9
WC_0070,2,44.4,260.88,185.0,1087.0,58.301,242.9
WC_0070,3,47.52,257.76,198.0,1074.0,58.301,242.9
WC_0070,4,50.88,256.32,212.0,1068.0,58.301,242.9
WC_0070,5,59.52,256.8,248.0,1070.0,58.301,242.9
WC_0070,6,62.4,255.6,260.0,1065.0,58.301,242.9
WC_0070,7,64.56,253.2,269.0,1055.0,58.301,242.9
WC_0070,8,66.0,250.32,275.0,1043.0,58.301,242.9
WC_0070,9,66.24,246.24,276.0,1026.0,58.301,242.9
WC_0070,10,65.28,241.44,272.0,1006.0,58.301,242.9
WC_0070,11,64.08,240.48,267.0,1002.0,58.301,242.9
WC_0070,12,64.32,237.84,268.0,991.0,58.301,242.9
WC_0071,0,93.12,280.08,388.0,1167.0,20.334,84.7
WC_0071,1,75.36,283.68,314.0,1182.0,20.334,84.7
WC_0071,2,73.68,285.12,307.0,1188.0,20.334,84.7
WC_0072,0,93.36,280.08,389.0,1167.0,6.277,26.2
WC_0072,1,96.96,278.64,404.0,1161.0,6.277,26.2
WC_0072,2,99.36,278.64,414.0,1161.0,6.277,26.2
WC_0073,0,99.84,280.56,416.0,1169.0,6.119,25.5
WC_0073,1,93.84,281.76,391.0,1174.0,6.119,25.5
WC_0074,0,100.08,280.56,417.0,1169.0,9.372,39.1
WC_0074,1,109.44,281.04,456.0,1171.0,9.372,39.1
WC_0075,0,112.56,280.8,469.0,1170.0,11.279,47.0
WC_0075,1,119.04,279.12,496.0,1163.0,11.279,47.0
WC_0075,2,122.16,275.76,509.0,1149.0,11.279,47.0
WC_0076,0,109.68,281.28,457.0,1172.0,98.165,409.0
WC_0076,1,109.44,297.12,456.0,1238.0,98.165,409.0
WC_0076,2,107.76,298.56,449.0,1244.0,98.165,409.0
WC_0076,3,58.8,299.04,245.0,1246.0,98.165,409.0
WC_0076,4,57.12,297.6,238.0,1240.0,98.165,409.0
WC_0076,5,55.2,299.04,230.0,1246.0,98.165,409.0
WC_0076,6,45.6,298.08,190.0,1242.0,98.165,409.0
WC_0076,7,44.88,290.4,187.0,1210.0,98.165,409.0
WC_0076,8,47.28,288.72,197.0,1203.0,98.165,409.0
WC_0076,9,53.52,288.48,223.0,1202.0,98.165,409.0
WC_0077,0,73.92,285.84,308.0,1191.0,20.175,84.1
WC_0077,1,78.96,285.84,329.0,1191.0,20.175,84.1
WC_0077,2,93.6,282.0,390.0,1175.0,20.175,84.1
WC_0078,0,73.44,286.08,306.0,1192.0,10.616,44.2
WC_0078,1,69.36,288.24,289.0,1201.0,10.616,44.2
WC_0078,2,63.36,288.24,264.0,1201.0,10.616,44.2
WC_0079,0,62.64,286.32,261.0,1193.0,58.078,242.0
WC_0079,1,64.32,285.12,268.0,1188.0,58.078,242.0
WC_0079,2,64.8,276.24,270.0,1151.0,58.078,242.0
WC_0079,3,63.84,274.8,266.0,1145.0,58.078,242.0
WC_0079,4,48.72,274.56,203.0,1144.0,58.078,242.0
WC_0079,5,46.08,275.76,192.0,1149.0,58.078,242.0
WC_0079,6,44.88,279.6,187.0,1165.0,58.078,242.0
WC_0079,7,44.88,285.12,187.0,1188.0,58.078,242.0
WC_0079,8,45.6,285.84,190.0,1191.0,58.078,242.0
WC_0079,9,62.4,286.32,260.0,1193.0,58.078,242.0
WC_0080,0,54.0,288.48,225.0,1202.0,9.123,38.0
WC_0080,1,63.12,288.24,263.0,1201.0,9.123,38.0
WC_0081,0,278.88,298.08,1162.0,1242.0,8.977,37.4
WC_0081,1,279.6,294.96,1165.0,1229.0,8.977,37.4
WC_0081,2,280.56,294.48,1169.0,1227.0,8.977,37.4
WC_0081,3,282.48,295.2,1177.0,1230.0,8.977,37.4
WC_0081,4,282.72,297.84,1178.0,1241.0,8.977,37.4
WC_0082,0,282.48,298.08,1177.0,1242.0,3.369,14.0
WC_0082,1,279.12,298.32,1163.0,1243.0,3.369,14.0
WC_0083,0,282.96,298.08,1179.0,1242.0,15.19,63.3
WC_0083,1,296.4,298.8,1235.0,1245.0,15.19,63.3
WC_0083,2,297.84,299.76,1241.0,1249.0,15.19,63.3
WC_0084,0,278.64,298.32,1161.0,1243.0,123.653,515.2
WC_0084,1,229.44,298.8,956.0,1245.0,123.653,515.2
WC_0084,2,226.8,298.32,945.0,1243.0,123.653,515.2
WC_0084,3,225.36,297.12,939.0,1238.0,123.653,515.2
WC_0084,4,224.88,294.48,937.0,1227.0,123.653,515.2
WC_0084,5,225.6,288.48,940.0,1202.0,123.653,515.2
WC_0084,6,227.76,286.32,949.0,1193.0,123.653,515.2
WC_0084,7,225.6,284.16,940.0,1184.0,123.653,515.2
WC_0084,8,225.84,255.6,941.0,1065.0,123.653,515.2
WC_0084,9,228.24,254.64,951.0,1061.0,123.653,515.2
WC_0084,10,228.0,252.96,950.0,1054.0,123.653,515.2
WC_0084,11,225.6,251.28,940.0,1047.0,123.653,515.2
WC_0084,12,225.6,242.4,940.0,1010.0,123.653,515.2
WC_0084,13,227.28,240.0,947.0,1000.0,123.653,515.2
WC_0084,14,234.72,239.28,978.0,997.0,123.653,515.2
WC_0085,0,748.08,298.56,3117.0,1244.0,37.491,156.2
WC_0085,1,738.24,298.08,3076.0,1242.0,37.491,156.2
WC_0085,2,736.32,296.88,3068.0,1237.0,37.491,156.2
WC_0085,3,735.84,288.96,3066.0,1204.0,37.491,156.2
WC_0085,4,738.0,287.76,3075.0,1199.0,37.491,156.2
WC_0085,5,738.0,286.32,3075.0,1193.0,37.491,156.2
WC_0085,6,737.28,285.12,3072.0,1188.0,37.491,156.2
WC_0085,7,735.36,284.4,3064.0,1185.0,37.491,156.2
WC_0085,8,735.36,274.32,3064.0,1143.0,37.491,156.2
WC_0086,0,748.08,298.56,3117.0,1244.0,156.11,650.5
WC_0086,1,784.32,298.32,3268.0,1243.0,156.11,650.5
WC_0086,2,788.4,297.84,3285.0,1241.0,156.11,650.5
WC_0086,3,789.84,296.88,3291.0,1237.0,156.11,650.5
WC_0086,4,789.6,241.92,3290.0,1008.0,156.11,650.5
WC_0086,5,788.4,239.76,3285.0,999.0,156.11,650.5
WC_0086,6,772.08,239.28,3217.0,997.0,156.11,650.5
WC_0086,7,767.52,239.76,3198.0,999.0,156.11,650.5
WC_0086,8,768.0,241.92,3200.0,1008.0,156.11,650.5
WC_0086,9,766.08,243.12,3192.0,1013.0,156.11,650.5
WC_0086,10,762.0,239.04,3175.0,996.0,156.11,650.5
WC_0086,11,736.56,239.04,3069.0,996.0,156.11,650.5
WC_0087,0,42.24,299.28,176.0,1247.0,19.921,83.0
WC_0087,1,42.48,279.36,177.0,1164.0,19.921,83.0
WC_0088,0,42.24,299.76,176.0,1249.0,9.603,40.0
WC_0088,1,42.48,309.36,177.0,1289.0,9.603,40.0
WC_0089,0,297.84,299.76,1241.0,1249.0,2.88,12.0
WC_0089,1,300.72,299.76,1253.0,1249.0,2.88,12.0
WC_0090,0,741.12,301.2,3088.0,1255.0,7.026,29.3
WC_0090,1,748.08,300.24,3117.0,1251.0,7.026,29.3
WC_0091,0,678.72,304.8,2828.0,1270.0,120.723,503.0
WC_0091,1,678.24,318.0,2826.0,1325.0,120.723,503.0
WC_0091,2,676.8,318.96,2820.0,1329.0,120.723,503.0
WC_0091,3,672.24,318.72,2801.0,1328.0,120.723,503.0
WC_0091,4,671.28,317.76,2797.0,1324.0,120.723,503.0
WC_0091,5,671.28,301.68,2797.0,1257.0,120.723,503.0
WC_0091,6,672.0,300.96,2800.0,1254.0,120.723,503.0
WC_0091,7,731.52,300.96,3048.0,1254.0,120.723,503.0
WC_0091,8,732.96,302.88,3054.0,1262.0,120.723,503.0
WC_0091,9,733.2,307.92,3055.0,1283.0,120.723,503.0
WC_0091,10,731.52,308.88,3048.0,1287.0,120.723,503.0
WC_0091,11,731.52,309.84,3048.0,1291.0,120.723,503.0
WC_0091,12,732.96,310.8,3054.0,1295.0,120.723,503.0
WC_0091,13,732.48,313.2,3052.0,1305.0,120.723,503.0
WC_0091,14,733.68,321.84,3057.0,1341.0,120.723,503.0
WC_0092,0,680.88,304.8,2837.0,1270.0,29.056,121.1
WC_0092,1,681.36,318.48,2839.0,1327.0,29.056,121.1
WC_0092,2,696.72,318.96,2903.0,1329.0,29.056,121.1
WC_0093,0,744.96,305.28,3104.0,1272.0,5.431,22.6
WC_0093,1,741.12,301.44,3088.0,1256.0,5.431,22.6
WC_0094,0,42.24,309.6,176.0,1290.0,33.91,141.3
WC_0094,1,22.08,310.08,92.0,1292.0,33.91,141.3
WC_0094,2,21.36,309.6,89.0,1290.0,33.91,141.3
WC_0094,3,21.12,305.76,88.0,1274.0,33.91,141.3
WC_0094,4,18.96,305.28,79.0,1272.0,33.91,141.3
WC_0094,5,18.24,305.76,76.0,1274.0,33.91,141.3
WC_0094,6,18.0,309.12,75.0,1288.0,33.91,141.3
WC_0094,7,15.6,310.08,65.0,1292.0,33.91,141.3
WC_0095,0,42.48,309.6,177.0,1290.0,2.89,12.0
WC_0095,1,42.24,312.48,176.0,1302.0,2.89,12.0
WC_0096,0,735.84,311.04,3066.0,1296.0,14.211,59.2
WC_0096,1,735.84,301.92,3066.0,1258.0,14.211,59.2
WC_0096,2,740.88,301.2,3087.0,1255.0,14.211,59.2
WC_0097,0,736.08,311.28,3067.0,1297.0,13.03,54.3
WC_0097,1,737.76,312.24,3074.0,1301.0,13.03,54.3
WC_0097,2,737.76,313.44,3074.0,1306.0,13.03,54.3
WC_0097,3,735.36,315.12,3064.0,1313.0,13.03,54.3
WC_0097,4,735.6,320.88,3065.0,1337.0,13.03,54.3
WC_0097,5,734.88,321.84,3062.0,1341.0,13.03,54.3
WC_0098,0,493.68,317.04,2057.0,1321.0,57.449,239.4
WC_0098,1,493.92,315.6,2058.0,1315.0,57.449,239.4
WC_0098,2,492.24,313.68,2051.0,1307.0,57.449,239.4
WC_0098,3,493.68,311.52,2057.0,1298.0,57.449,239.4
WC_0098,4,496.08,311.52,2067.0,1298.0,57.449,239.4
WC_0098,5,496.8,312.24,2070.0,1301.0,57.449,239.4
WC_0098,6,497.28,316.32,2072.0,1318.0,57.449,239.4
WC_0098,7,498.48,317.28,2077.0,1322.0,57.449,239.4
WC_0098,8,502.32,317.76,2093.0,1324.0,57.449,239.4
WC_0098,9,505.44,317.04,2106.0,1321.0,57.449,239.4
WC_0098,10,506.16,316.08,2109.0,1317.0,57.449,239.4
WC_0098,11,505.68,309.84,2107.0,1291.0,57.449,239.4
WC_0098,12,490.8,309.6,2045.0,1290.0,57.449,239.4
WC_0098,13,488.64,311.76,2036.0,1299.0,57.449,239.4
WC_0098,14,488.16,315.36,2034.0,1314.0,57.449,239.4
WC_0098,15,489.84,317.28,2041.0,1322.0,57.449,239.4
WC_0098,16,492.96,317.52,2054.0,1323.0,57.449,239.4
WC_0099,0,471.36,318.24,1964.0,1326.0,134.689,561.2
WC_0099,1,471.12,316.56,1963.0,1319.0,134.689,561.2
WC_0099,2,453.36,316.08,1889.0,1317.0,134.689,561.2
WC_0099,3,452.16,314.64,1884.0,1311.0,134.689,561.2
WC_0099,4,452.64,302.4,1886.0,1260.0,134.689,561.2
WC_0099,5,453.6,301.44,1890.0,1256.0,134.689,561.2
WC_0099,6,456.96,300.96,1904.0,1254.0,134.689,561.2
WC_0099,7,505.68,301.2,2107.0,1255.0,134.689,561.2
WC_0099,8,506.88,303.12,2112.0,1263.0,134.689,561.2
WC_0099,9,506.88,305.28,2112.0,1272.0,134.689,561.2
WC_0099,10,505.68,306.48,2107.0,1277.0,134.689,561.2
WC_0099,11,490.32,307.2,2043.0,1280.0,134.689,561.2
WC_0099,12,488.64,305.52,2036.0,1273.0,134.689,561.2
WC_0099,13,486.72,306.0,2028.0,1275.0,134.689,561.2
WC_0099,14,486.24,307.68,2026.0,1282.0,134.689,561.2
WC_0099,15,484.8,308.64,2020.0,1286.0,134.689,561.2
WC_0099,16,484.8,310.08,2020.0,1292.0,134.689,561.2
WC_0099,17,486.24,311.04,2026.0,1296.0,134.689,561.2
WC_0099,18,485.76,326.16,2024.0,1359.0,134.689,561.2
WC_0100,0,493.92,319.92,2058.0,1333.0,3.943,16.4
WC_0100,1,495.36,318.96,2064.0,1329.0,3.943,16.4
WC_0100,2,493.92,317.28,2058.0,1322.0,3.943,16.4
WC_0101,0,493.44,320.16,2056.0,1334.0,54.883,228.7
WC_0101,1,489.6,320.16,2040.0,1334.0,54.883,228.7
WC_0101,2,488.64,320.88,2036.0,1337.0,54.883,228.7
WC_0101,3,488.64,324.0,2036.0,1350.0,54.883,228.7
WC_0101,4,490.32,327.36,2043.0,1364.0,54.883,228.7
WC_0101,5,503.28,327.6,2097.0,1365.0,54.883,228.7
WC_0101,6,506.16,326.64,2109.0,1361.0,54.883,228.7
WC_0101,7,506.64,321.36,2111.0,1339.0,54.883,228.7
WC_0101,8,505.92,320.4,2108.0,1335.0,54.883,228.7
WC_0101,9,498.96,319.68,2079.0,1332.0,54.883,228.7
WC_0101,10,497.28,321.36,2072.0,1339.0,54.883,228.7
WC_0101,11,497.04,324.72,2071.0,1353.0,54.883,228.7
WC_0101,12,495.84,325.2,2066.0,1355.0,54.883,228.7
WC_0101,13,493.44,324.24,2056.0,1351.0,54.883,228.7
WC_0101,14,493.68,320.4,2057.0,1335.0,54.883,228.7
WC_0102,0,42.48,320.88,177.0,1337.0,8.164,34.0
WC_0102,1,42.24,312.72,176.0,1303.0,8.164,34.0
WC_0103,0,42.48,321.36,177.0,1339.0,2.448,10.2
WC_0103,1,42.96,323.76,179.0,1349.0,2.448,10.2
WC_0104,0,696.72,321.36,2903.0,1339.0,166.842,695.2
WC_0104,1,681.6,321.36,2840.0,1339.0,166.842,695.2
WC_0104,2,680.88,322.08,2837.0,1342.0,166.842,695.2
WC_0104,3,680.4,326.64,2835.0,1361.0,166.842,695.2
WC_0104,4,678.48,326.16,2827.0,1359.0,166.842,695.2
WC_0104,5,678.48,322.32,2827.0,1343.0,166.842,695.2
WC_0104,6,677.76,321.36,2824.0,1339.0,166.842,695.2
WC_0104,7,663.84,321.36,2766.0,1339.0,166.842,695.2
WC_0104,8,664.08,319.2,2767.0,1330.0,166.842,695.2
WC_0104,9,668.88,318.24,2787.0,1326.0,166.842,695.2
WC_0104,10,668.88,305.76,2787.0,1274.0,166.842,695.2
WC_0104,11,666.96,300.96,2779.0,1254.0,166.842,695.2
WC_0104,12,625.2,300.72,2605.0,1253.0,166.842,695.2
WC_0104,13,623.04,302.16,2596.0,1259.0,166.842,695.2
WC_0104,14,622.32,305.04,2593.0,1271.0,166.842,695.2
WC_0104,15,622.56,341.52,2594.0,1423.0,166.842,695.2
WC_0104,16,632.64,351.6,2636.0,1465.0,166.842,695.2
WC_0104,17,635.04,351.6,2646.0,1465.0,166.842,695.2
WC_0105,0,733.68,322.08,3057.0,1342.0,29.524,123.0
WC_0105,1,733.2,351.6,3055.0,1465.0,29.524,123.0
WC_0106,0,734.88,322.08,3062.0,1342.0,29.572,123.2
WC_0106,1,735.84,323.52,3066.0,1348.0,29.572,123.2
WC_0106,2,735.6,351.36,3065.0,1464.0,29.572,123.2
WC_0107,0,44.88,323.28,187.0,1347.0,56.886,237.0
WC_0107,1,48.72,324.72,203.0,1353.0,56.886,237.0
WC_0107,2,61.68,324.24,257.0,1351.0,56.886,237.0
WC_0107,3,63.84,323.52,266.0,1348.0,56.886,237.0
WC_0107,4,64.8,321.6,270.0,1340.0,56.886,237.0
WC_0107,5,64.56,313.2,269.0,1305.0,56.886,237.0
WC_0107,6,63.84,312.48,266.0,1302.0,56.886,237.0
WC_0107,7,47.28,312.72,197.0,1303.0,56.886,237.0
WC_0107,8,44.88,314.4,187.0,1310.0,56.886,237.0
WC_0107,9,44.88,320.88,187.0,1337.0,56.886,237.0
WC_0108,0,25.44,323.52,106.0,1348.0,35.42,147.6
WC_0108,1,25.2,321.36,105.0,1339.0,35.42,147.6
WC_0108,2,21.12,320.64,88.0,1336.0,35.42,147.6
WC_0108,3,20.88,312.96,87.0,1304.0,35.42,147.6
WC_0108,4,21.6,312.24,90.0,1301.0,35.42,147.6
WC_0108,5,42.0,312.48,175.0,1302.0,35.42,147.6
WC_0109,0,25.2,323.76,105.0,1349.0,17.795,74.1
WC_0109,1,21.84,324.0,91.0,1350.0,17.795,74.1
WC_0109,2,21.12,324.72,88.0,1353.0,17.795,74.1
WC_0109,3,21.12,331.44,88.0,1381.0,17.795,74.1
WC_0109,4,22.56,332.4,94.0,1385.0,17.795,74.1
WC_0109,5,24.72,332.4,103.0,1385.0,17.795,74.1
WC_0109,6,25.68,333.36,107.0,1389.0,17.795,74.1
WC_0109,7,25.68,334.8,107.0,1395.0,17.795,74.1
WC_0110,0,43.2,324.0,180.0,1350.0,52.043,216.8
WC_0110,1,42.48,325.68,177.0,1357.0,52.043,216.8
WC_0110,2,42.72,341.28,178.0,1422.0,52.043,216.8
WC_0110,3,41.52,343.68,173.0,1432.0,52.043,216.8
WC_0110,4,21.84,344.16,91.0,1434.0,52.043,216.8
WC_0110,5,21.12,336.72,88.0,1403.0,52.043,216.8
WC_0110,6,23.28,335.28,97.0,1397.0,52.043,216.8
WC_0110,7,25.44,335.04,106.0,1396.0,52.043,216.8
WC_0111,0,101.76,324.24,424.0,1351.0,261.738,1090.6
WC_0111,1,68.4,324.0,285.0,1350.0,261.738,1090.6
WC_0111,2,67.44,322.8,281.0,1345.0,261.738,1090.6
WC_0111,3,67.68,320.4,282.0,1335.0,261.738,1090.6
WC_0111,4,66.72,318.24,278.0,1326.0,261.738,1090.6
WC_0111,5,66.96,312.96,279.0,1304.0,261.738,1090.6
WC_0111,6,71.04,312.0,296.0,1300.0,261.738,1090.6
WC_0111,7,71.52,310.56,298.0,1294.0,261.738,1090.6
WC_0111,8,70.8,309.84,295.0,1291.0,261.738,1090.6
WC_0111,9,52.32,309.6,218.0,1290.0,261.738,1090.6
WC_0111,10,51.36,308.88,214.0,1287.0,261.738,1090.6
WC_0111,11,49.2,309.84,205.0,1291.0,261.738,1090.6
WC_0111,12,47.04,309.6,196.0,1290.0,261.738,1090.6
WC_0111,13,45.12,308.16,188.0,1284.0,261.738,1090.6
WC_0111,14,45.6,301.68,190.0,1257.0,261.738,1090.6
WC_0111,15,107.76,301.44,449.0,1256.0,261.738,1090.6
WC_0111,16,109.2,302.88,455.0,1262.0,261.738,1090.6
WC_0111,17,109.44,306.0,456.0,1275.0,261.738,1090.6
WC_0111,18,111.84,306.48,466.0,1277.0,261.738,1090.6
WC_0111,19,112.56,302.88,469.0,1262.0,261.738,1090.6
WC_0111,20,113.76,301.68,474.0,1257.0,261.738,1090.6
WC_0111,21,164.4,301.2,685.0,1255.0,261.738,1090.6
WC_0111,22,166.08,303.12,692.0,1263.0,261.738,1090.6
WC_0111,23,166.08,314.88,692.0,1312.0,261.738,1090.6
WC_0111,24,166.8,317.04,695.0,1321.0,261.738,1090.6
WC_0111,25,166.32,351.6,693.0,1465.0,261.738,1090.6
WC_0112,0,102.0,326.4,425.0,1360.0,47.685,198.7
WC_0112,1,96.24,327.12,401.0,1363.0,47.685,198.7
WC_0112,2,89.76,326.4,374.0,1360.0,47.685,198.7
WC_0112,3,67.68,326.64,282.0,1361.0,47.685,198.7
WC_0112,4,66.96,327.36,279.0,1364.0,47.685,198.7
WC_0112,5,66.24,339.6,276.0,1415.0,47.685,198.7
WC_0113,0,15.6,326.88,65.0,1362.0,18.905,78.8
WC_0113,1,17.76,326.64,74.0,1361.0,18.905,78.8
WC_0113,2,18.48,325.68,77.0,1357.0,18.905,78.8
WC_0113,3,18.24,312.96,76.0,1304.0,18.905,78.8
WC_0113,4,15.6,312.0,65.0,1300.0,18.905,78.8
WC_0114,0,53.04,327.84,221.0,1366.0,2.412,10.0
WC_0114,1,50.64,328.08,211.0,1367.0,2.412,10.0
WC_0115,0,53.28,327.84,222.0,1366.0,7.44,31.0
WC_0115,1,53.76,329.76,224.0,1374.0,7.44,31.0
WC_0115,2,52.32,330.72,218.0,1378.0,7.44,31.0
WC_0115,3,50.4,330.0,210.0,1375.0,7.44,31.0
WC_0115,4,50.4,328.32,210.0,1368.0,7.44,31.0
WC_0116,0,50.4,328.08,210.0,1367.0,45.06,187.7
WC_0116,1,45.84,326.64,191.0,1361.0,45.06,187.7
WC_0116,2,44.88,327.84,187.0,1366.0,45.06,187.7
WC_0116,3,44.88,341.04,187.0,1421.0,45.06,187.7
WC_0116,4,45.84,343.68,191.0,1432.0,45.06,187.7
WC_0116,5,63.84,344.4,266.0,1435.0,45.06,187.7
WC_0116,6,64.8,343.44,270.0,1431.0,45.06,187.7
WC_0116,7,64.8,340.08,270.0,1417.0,45.06,187.7
WC_0117,0,804.48,328.32,3352.0,1368.0,49.447,206.0
WC_0117,1,802.8,327.84,3345.0,1366.0,49.447,206.0
WC_0117,2,802.8,325.44,3345.0,1356.0,49.447,206.0
WC_0117,3,801.84,324.24,3341.0,1351.0,49.447,206.0
WC_0117,4,794.64,324.48,3311.0,1352.0,49.447,206.0
WC_0117,5,792.48,323.28,3302.0,1347.0,49.447,206.0
WC_0117,6,792.24,313.68,3301.0,1307.0,49.447,206.0
WC_0117,7,792.48,301.44,3302.0,1256.0,49.447,206.0
WC_0117,8,793.44,300.72,3306.0,1253.0,49.447,206.0
WC_0117,9,804.48,300.48,3352.0,1252.0,49.447,206.0
WC_0118,0,65.04,339.6,271.0,1415.0,24.149,100.6
WC_0118,1,64.32,327.6,268.0,1365.0,24.149,100.6
WC_0118,2,63.12,326.4,263.0,1360.0,24.149,100.6
WC_0118,3,59.28,326.16,247.0,1359.0,24.149,100.6
WC_0118,4,54.24,326.4,226.0,1360.0,24.149,100.6
WC_0118,5,53.28,327.6,222.0,1365.0,24.149,100.6
WC_0119,0,66.24,339.84,276.0,1416.0,11.916,49.6
WC_0119,1,68.16,351.6,284.0,1465.0,11.916,49.6
WC_0120,0,490.08,341.04,2042.0,1421.0,52.706,219.6
WC_0120,1,489.36,336.24,2039.0,1401.0,52.706,219.6
WC_0120,2,489.84,329.76,2041.0,1374.0,52.706,219.6
WC_0120,3,498.72,329.76,2078.0,1374.0,52.706,219.6
WC_0120,4,501.36,330.72,2089.0,1378.0,52.706,219.6
WC_0120,5,505.2,330.0,2105.0,1375.0,52.706,219.6
WC_0120,6,505.92,330.72,2108.0,1378.0,52.706,219.6
WC_0120,7,505.92,339.12,2108.0,1413.0,52.706,219.6
WC_0120,8,504.96,341.28,2104.0,1422.0,52.706,219.6
WC_0120,9,500.16,342.0,2084.0,1425.0,52.706,219.6
WC_0120,10,491.04,341.76,2046.0,1424.0,52.706,219.6
WC_0121,0,12.0,349.92,50.0,1458.0,27.653,115.2
WC_0121,1,16.08,350.16,67.0,1459.0,27.653,115.2
WC_0121,2,18.24,349.44,76.0,1456.0,27.653,115.2
WC_0121,3,18.24,332.64,76.0,1386.0,27.653,115.2
WC_0121,4,17.76,330.48,74.0,1377.0,27.653,115.2
WC_0121,5,15.6,329.76,65.0,1374.0,27.653,115.2
WC_0122,0,169.2,351.36,705.0,1464.0,209.484,872.9
WC_0122,1,168.96,316.08,704.0,1317.0,209.484,872.9
WC_0122,2,169.68,313.2,707.0,1305.0,209.484,872.9
WC_0122,3,168.72,306.96,703.0,1279.0,209.484,872.9
WC_0122,4,168.96,302.64,704.0,1261.0,209.484,872.9
WC_0122,5,169.68,301.92,707.0,1258.0,209.484,872.9
WC_0122,6,175.2,301.2,730.0,1255.0,209.484,872.9
WC_0122,7,226.56,301.68,944.0,1257.0,209.484,872.9
WC_0122,8,258.48,300.72,1077.0,1253.0,209.484,872.9
WC_0122,9,278.4,301.44,1160.0,1256.0,209.484,872.9
WC_0122,10,279.6,302.4,1165.0,1260.0,209.484,872.9
WC_0122,11,280.08,320.4,1167.0,1335.0,209.484,872.9
WC_0122,12,279.36,341.04,1164.0,1421.0,209.484,872.9
WC_0122,13,280.08,351.6,1167.0,1465.0,209.484,872.9
WC_0123,0,383.52,351.36,1598.0,1464.0,156.031,650.1
